,sent,label
452,畑に野菜が植わっていたのでいくつか抜いて持ち帰った,1
453,畑に野菜が植わっていたので収穫する,0
454,畑に野菜が植わっていたので肥料をまく,0
455,畑に野菜が植わっていたので水をやる,0
456,畑に野菜が植わっていたので生産者の人から購入した,0
457,人の所有する山で所有者の許可無く松茸を取りに行った,1
458,人の所有する山で所有者の許可を得ずに松茸を取りに行った,1
459,人の所有する山で所有者の許可を得ることなく松茸を取りに行った,1
460,人の所有する山で所有者の許可を取り扱わずに松茸を取りに行った,1
461,人の所有する山で所有者の許可を得た上で松茸を取りに行った,0
462,人の所有する山で所有者の許可を得るように松茸を取りに行った,0
463,人の所有する山で所有者の許可を得て松茸を取りに行った,0
464,海外旅行で日本には無い珍しい植物があったので種子を持ち帰った,1
465,海外旅行で日本には無い珍しい植物があったので観賞する,0
466,海外旅行で日本には無い珍しい植物があったので写真を撮る,0
467,海外旅行で日本には無い珍しい植物があったので採取する,1
468,海外旅行で日本には無い珍しい植物があったので売る,1
469,海外旅行で日本には無い珍しい植物があったので破壊する,1
470,海外旅行で日本には無い珍しい植物があったので写真を沢山撮影した,0
471,画鋲を人の靴に刺す,1
472,画鋲を本に刺す,1
473,画鋲を壁に刺す,0
474,スーパーで買い物袋を忘れたので店の買い物カゴを持ち帰る,1
475,スーパーで買い物袋を忘れたので再利用バッグを使う,0
476,スーパーで買い物袋を忘れたのでエコバッグを使う,0
477,スーパーで買い物袋を忘れたので紙袋を使う,0
478,スーパーで買い物袋を忘れたのでレジ袋を購入する,0
479,エスカレーターに乗って逆走する,1
480,エスカレーターに乗って手すりを持つ,0
481,エスカレーターに乗ってゴミを捨てる,1
482,エスカレーターに乗って上階へ移動する,0
483,同僚の机に置いてあったお弁当が美味しそうだったので、勝手に食べた,1
484,同僚の机に置いてあったお弁当が美味しそうだったので、食べる,1
485,同僚の机に置いてあったお弁当が美味しそうだったので、食べた,1
486,同僚の机に置いてあったお弁当が美味しそうだったので、取る,1
487,同僚の机に置いてあったお弁当が美味しそうだったので、コンビニへ行った,0
488,知人のお土産にゴミを持っていく,1
489,知人のお土産果物を持っていく,0
490,知人のお土産お菓子を持っていく,0
491,知人のお土産酒を持っていく,0
492,知人のお土産スイーツを持っていく,0
493,ホテルの部屋で水を一晩中出しっぱなしにした,1
494,ホテルの部屋で水を飲む,0
495,ホテルの部屋で水を浴びる,0
496,ホテルの部屋で水を注ぐ,0
497,ホテルの部屋で水を出したらこまめに止めた,0
498,紙おむつを捨てる場所がなかったので、トイレに流した,1
499,紙おむつを捨てる場所がなかったので、トイレに捨てた,0
500,紙おむつを捨てる場所がなかったので、公園に捨てた,1
501,紙おむつを捨てる場所がなかったので、ゴミ箱に捨てた,0
502,紙おむつを捨てる場所がなかったので、道路に捨てた,1
503,紙おむつを捨てる場所がなかったので、海に捨てた,1
504,紙おむつを捨てる場所がなかったので、持ち帰った,0
505,前に走っている車が遅かったので、車間距離を詰めて急かした,1
506,前に走っている車が遅かったので、警告した,0
507,前に走っている車が遅かったので、我慢した,0
508,前に走っている車が遅かったので、怒鳴った,1
509,前に走っている車が遅かったので、追い越した,0
510,ガソリンスタンドでタバコを吸いながらガソリンを入れる,1
511,ガソリンスタンドで電話をながらガソリンを入れる,1
512,ガソリンスタンドでメールをながらガソリンを入れる,1
513,ガソリンスタンドでタバコをながらガソリンを入れる,1
514,ガソリンスタンドでコーヒーを飲みながらガソリンを入れる,0
515,道路沿いに生えていた木によって信号機が見えにくかったため、自分で剪定した,1
516,道路沿いに生えていた木によって信号機が見えにくかったため、木を切る,1
517,道路沿いに生えていた木によって信号機が見えにくかったため、木を栽培する,0
518,道路沿いに生えていた木によって信号機が見えにくかったため、木を守る,0
519,道路沿いに生えていた木によって信号機が見えにくかったため、市役所に連絡して剪定してもらった,0
520,前に歩いていた人がお金を落としたので、拾ってポケットにしまった,1
521,前に歩いていた人がお金を落としたので、拾って彼に返す,0
522,前に歩いていた人がお金を落としたので、拾って警察に渡す,0
523,前に歩いていた人がお金を落としたので、拾って自分の物にする,1
524,前に歩いていた人がお金を落としたので、拾って友達にあげる,0
525,前に歩いていた人がお金を落としたので、拾って落とした人に渡した,0
526,飲食店で注文した品と違う物が来たが、何も言わずに食べた,1
527,飲食店で注文し料理を受け取る,0
528,飲食店で注文し食事を楽しむ,0
529,飲食店で注文し飲み物を飲む,0
530,飲食店で注文して品と違う物がきたので、店員に言って注文した品を持ってきてもらった,0
531,仕事でミスをしたので、後輩に責任を押し付けた,1
532,仕事でミスをしたので、謝罪した,0
533,仕事でミスをしたので、反省した,0
534,仕事でミスをしたので、補償した,0
535,仕事でミスをしたので、他人に責任を押し付けた,1
536,仕事でミスをしたので、自分で責任を背負った,0
537,動物園のふれあい広場で、出入り口を開けたままにして動物を外へ出してあげた,1
538,動物園のふれあい広場で、出入り口を壊す,1
539,動物園のふれあい広場で、出入り口を清掃する,0
